Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,SalePrice,Ord_lotshape,Ord_utilities,Ord_landslope,Ord_exter_qual,Ord_exter_cond,Ord_bsmt_qual,Ord_kitchen_qual,Ord_fireplacequ,Ord_garage_qual,Ord_bsmt_cond,Ord_garage_cond,Ord_heatingQC,Ord_bsmt_exposure,Ord_bsmtfintype1,Ord_bsmtfintype2,Ord_electrical,Ord_functional,Ord_garage_finish,Ord_paved_drive,house_age,remod_period,garage_age,AllFlrSF,AllPorchSF,AllSF,TotalBath,Cat_neighborhoods_1,Cat_neighborhoods_2,Cat_mszone,Cat_lotconfig,Cat_housestyle,Cat_roofstyle,Cat_exterior1,Cat_exterior2,Cat_masvnrtype,Cat_foundation,Cat_garagetype
2008,903205085,30,RL,98.0,8731.0,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Stucco,Stucco,None,0.0,Fa,BrkTil,645.0,0.0,270.0,915.0,GasA,Y,1167.0,0.0,0.0,1167.0,0,0,1,0,3,1,6,1,Detchd,2,495.0,0.0,0.0,216.0,0.0,126.0,0.0,0.0,5,WD ,144000,3,4,3,3,2,3,3,4,3,3,3,3,1,4,1,5,4,1,3,87.0,57.0,35.0,1167.0,342.0,2082.0,1.0,0,0,0,0,0,0,0,0,0,0,0
1075,528186130,120,RL,89.0,8232.0,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,714.0,TA,PConc,1204.0,0.0,596.0,1800.0,GasA,Y,1800.0,0.0,0.0,1800.0,1,0,2,0,2,1,6,1,Attchd,3,944.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,6,New,370967,3,4,3,5,3,5,5,4,3,3,3,5,1,6,1,5,8,2,3,1.0,0.0,0.0,1800.0,0.0,3600.0,3.0,1,0,0,0,0,1,0,0,1,1,1
34,527453130,160,RL,24.0,2280.0,Pave,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,CBlock,514.0,0.0,341.0,855.0,GasA,Y,855.0,601.0,0.0,1456.0,0,0,2,1,3,1,6,1,Attchd,2,440.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,6,WD ,149900,4,4,3,3,3,3,4,3,3,3,3,3,1,5,1,5,8,1,3,35.0,35.0,35.0,1456.0,0.0,2311.0,2.5,0,0,0,0,1,0,0,0,0,0,1
847,907192030,60,RL,68.0,8935.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,PConc,0.0,0.0,831.0,831.0,GasA,Y,831.0,829.0,0.0,1660.0,0,0,2,1,3,1,7,0,Attchd,2,493.0,144.0,68.0,0.0,0.0,0.0,0.0,0.0,7,WD ,195000,3,4,3,4,3,4,4,0,3,3,3,5,1,1,1,5,8,2,3,7.0,7.0,7.0,1660.0,68.0,2491.0,2.5,0,1,0,0,1,0,1,1,1,1,1
1629,527165100,80,RL,69.05520046484602,9125.0,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,TA,PConc,0.0,0.0,384.0,384.0,GasA,Y,812.0,670.0,0.0,1482.0,0,0,2,1,3,1,7,1,Attchd,2,392.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,7,WD ,163900,3,4,3,3,3,4,4,3,3,3,3,4,1,1,1,5,8,3,3,15.0,15.0,15.0,1482.0,25.0,1866.0,2.5,0,1,0,0,0,0,0,0,1,1,1
2073,905352010,20,RL,69.05520046484602,11075.0,Pave,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,136.0,TA,PConc,299.0,891.0,0.0,1190.0,GasA,Y,1522.0,0.0,0.0,1522.0,0,0,2,0,3,1,7,1,Attchd,2,552.0,0.0,77.0,0.0,0.0,168.0,0.0,0.0,2,WD ,182000,4,4,3,3,3,4,3,3,3,3,3,5,1,4,2,5,8,3,3,23.0,23.0,23.0,1522.0,245.0,2712.0,2.0,0,1,0,0,0,1,0,0,1,1,1
960,916382100,20,RL,113.0,13438.0,Pave,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,TA,CBlock,1758.0,0.0,432.0,2190.0,GasA,Y,2036.0,0.0,0.0,2036.0,1,0,2,0,3,1,9,1,Attchd,3,780.0,90.0,154.0,0.0,0.0,0.0,0.0,0.0,7,WD ,410000,3,4,3,5,3,5,5,5,3,3,3,5,4,6,1,5,8,3,3,1.0,1.0,1.0,2036.0,154.0,4226.0,3.0,0,0,0,0,0,0,0,1,1,0,1
955,914476430,20,RL,82.0,11070.0,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,PConc,55.0,0.0,1527.0,1582.0,GasA,Y,1595.0,0.0,0.0,1595.0,1,0,2,0,2,1,5,0,Detchd,2,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,COD,152000,4,4,3,3,3,4,3,0,3,3,3,3,1,4,1,5,8,1,3,18.0,18.0,18.0,1595.0,0.0,3177.0,3.0,0,0,0,0,0,0,0,0,0,1,0
2476,531376030,60,RL,65.0,7800.0,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,TA,PConc,0.0,0.0,891.0,891.0,GasA,Y,891.0,795.0,0.0,1686.0,0,0,2,1,3,1,8,0,Attchd,2,462.0,144.0,101.0,0.0,0.0,0.0,0.0,0.0,4,WD ,184000,4,4,3,4,3,4,4,0,3,3,3,5,1,1,1,5,8,3,3,1.0,1.0,1.0,1686.0,101.0,2577.0,2.5,0,1,0,0,1,0,1,1,1,1,1
1590,923202015,90,RM,78.0,7060.0,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,Gd,PConc,1309.0,0.0,35.0,1344.0,GasA,Y,1344.0,0.0,0.0,1344.0,2,0,2,0,2,2,8,0,Attchd,4,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,WD ,206300,4,4,3,3,4,4,3,0,3,4,3,5,4,6,1,5,8,3,3,11.0,10.0,11.0,1344.0,0.0,2688.0,4.0,0,0,0,0,0,0,1,1,1,1,1
2913,923226150,90,RL,69.05520046484602,11836.0,Pave,Lvl,Corner,Mitchel,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,149.0,0.0,1503.0,1652.0,GasA,Y,1652.0,0.0,0.0,1652.0,0,0,2,0,4,2,8,0,2Types,3,928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,WD ,146500,3,4,3,3,3,3,3,0,3,3,3,3,1,4,1,5,8,1,3,36.0,36.0,36.0,1652.0,0.0,3304.0,2.0,0,0,0,0,0,0,0,0,0,0,0
149,535180130,50,RL,60.0,8382.0,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,0.0,0.0,832.0,832.0,GasA,Y,832.0,505.0,0.0,1337.0,0,0,1,0,3,1,5,0,Attchd,1,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,WD ,108000,4,4,3,3,3,3,3,0,3,3,3,3,1,1,1,4,8,1,3,54.0,54.0,54.0,1337.0,0.0,2169.0,1.0,0,1,0,0,0,0,0,0,0,0,1
2525,534126060,80,RL,102.0,10192.0,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,7,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,CBlock,0.0,0.0,570.0,570.0,GasA,Y,1222.0,698.0,0.0,1920.0,0,0,3,0,4,1,8,1,Attchd,2,487.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,9,WD ,170000,3,4,3,3,3,3,4,3,3,3,3,4,1,1,1,5,8,2,3,38.0,14.0,38.0,1920.0,98.0,2490.0,3.0,0,0,0,0,0,0,0,0,1,0,1
1470,907290250,120,RM,69.05520046484602,4426.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,TA,PConc,662.0,0.0,186.0,848.0,GasA,Y,848.0,0.0,0.0,848.0,1,0,1,0,1,1,3,0,Attchd,2,420.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,2,WD ,145000,4,4,3,4,3,4,4,0,3,3,3,5,2,6,1,5,8,2,3,4.0,4.0,4.0,848.0,0.0,1696.0,2.0,0,1,0,0,0,0,1,1,1,1,1
412,527453140,120,RL,24.0,2280.0,Pave,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,CBlock,435.0,622.0,0.0,1057.0,GasA,Y,1055.0,0.0,0.0,1055.0,0,1,2,0,2,1,4,1,Attchd,2,440.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,8,WD ,123000,4,4,3,3,3,4,3,2,3,3,3,3,1,5,2,5,8,2,3,34.0,34.0,34.0,1055.0,27.0,2112.0,2.5,0,0,0,0,0,0,0,0,0,0,1
1399,905351089,120,RL,69.05520046484602,2887.0,Pave,HLS,Inside,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,1003.0,0.0,288.0,1291.0,GasA,Y,1291.0,0.0,0.0,1291.0,1,0,1,0,2,1,6,1,Attchd,2,431.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,11,WD ,173000,4,4,3,3,3,4,4,4,3,3,3,5,2,6,1,5,8,1,3,12.0,11.0,12.0,1291.0,0.0,2582.0,2.0,0,1,0,0,0,0,0,0,0,1,1
183,902207140,30,RM,60.0,8520.0,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,BrkTil,0.0,0.0,624.0,624.0,GasA,Y,720.0,0.0,0.0,720.0,0,0,1,0,2,1,5,0,Detchd,2,484.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,5,WD ,105900,4,4,3,3,4,3,3,0,3,3,3,4,1,1,1,5,8,1,3,82.0,7.0,5.0,720.0,0.0,1344.0,1.0,0,0,0,0,0,0,1,1,0,0,0
974,923225360,180,RM,21.0,1596.0,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,CBlock,462.0,0.0,0.0,462.0,GasA,Y,526.0,462.0,0.0,988.0,1,0,1,0,2,1,5,0,BuiltIn,1,297.0,120.0,101.0,0.0,0.0,0.0,0.0,0.0,11,WD ,91000,4,4,3,3,3,4,3,0,3,3,3,3,4,6,1,5,8,1,3,36.0,36.0,36.0,988.0,101.0,1450.0,2.0,0,0,0,0,0,0,0,1,0,0,1
930,909426090,50,RL,78.0,15600.0,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,BrkTil,312.0,507.0,248.0,1067.0,GasW,N,986.0,537.0,0.0,1523.0,1,0,2,0,3,1,7,1,Attchd,1,295.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,10,WD ,158000,4,4,3,3,3,3,2,3,3,3,3,2,1,4,3,5,3,1,3,60.0,4.0,60.0,1523.0,81.0,2590.0,3.0,0,1,0,0,0,0,0,0,0,0,1
881,907412020,60,RL,65.0,9313.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,0.0,864.0,864.0,GasA,Y,864.0,864.0,0.0,1728.0,0,0,2,1,3,1,7,0,Attchd,2,572.0,187.0,56.0,0.0,0.0,0.0,0.0,0.0,4,WD ,190000,3,4,3,4,3,4,4,0,3,3,3,5,1,1,1,5,8,2,3,5.0,5.0,5.0,1728.0,56.0,2592.0,2.5,0,1,0,0,1,0,1,1,0,1,1
1180,533250110,120,RL,22.0,11064.0,Pave,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,PConc,560.0,670.0,0.0,1230.0,GasA,Y,1239.0,0.0,0.0,1239.0,1,0,1,1,1,1,4,1,Attchd,2,477.0,172.0,24.0,0.0,0.0,0.0,0.0,0.0,8,WD ,217500,2,4,3,4,3,4,4,2,3,3,3,5,4,2,6,5,8,3,3,13.0,13.0,13.0,1239.0,24.0,2469.0,2.5,1,0,0,1,0,1,0,0,0,1,1
1553,910226040,50,RM,75.0,9000.0,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,CBlock,330.0,0.0,821.0,1151.0,GasA,Y,1151.0,804.0,0.0,1955.0,0,0,2,0,4,1,7,0,Attchd,1,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WD ,165500,4,4,3,3,3,3,3,0,3,3,3,4,1,5,1,4,8,3,3,50.0,50.0,50.0,1955.0,0.0,3106.0,2.0,0,0,0,0,0,0,0,0,1,0,1
928,909425060,70,RL,75.0,12000.0,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,275.0,0.0,429.0,704.0,GasA,Y,860.0,704.0,0.0,1564.0,0,0,1,1,3,1,7,1,Attchd,1,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,WD ,174500,4,4,3,3,3,3,2,4,3,3,3,5,1,3,1,5,8,1,3,68.0,59.0,68.0,1564.0,0.0,2268.0,1.5,0,1,0,0,1,0,0,0,0,0,1
1512,908276140,80,RL,62.0,7692.0,Pave,Bnk,Inside,Edwards,Norm,Norm,1Fam,SLvl,4,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,0.0,0.0,416.0,416.0,GasA,Y,1204.0,0.0,0.0,1204.0,0,0,1,0,3,1,6,0,Basment,1,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,WD ,100000,4,4,2,3,3,5,3,0,3,3,3,4,3,1,1,4,8,1,3,54.0,54.0,54.0,1204.0,0.0,1620.0,1.0,0,0,0,0,0,0,0,0,0,0,0
3,526351010,20,RL,81.0,14267.0,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,TA,CBlock,923.0,0.0,406.0,1329.0,GasA,Y,1329.0,0.0,0.0,1329.0,0,0,1,1,3,1,6,0,Attchd,1,312.0,393.0,36.0,0.0,0.0,0.0,0.0,12500.0,6,WD ,172000,3,4,3,3,3,3,4,0,3,3,3,3,1,5,1,5,8,1,3,52.0,52.0,52.0,1329.0,36.0,2658.0,1.5,0,1,0,0,0,1,0,0,1,0,1
2140,907202220,20,RL,75.0,9675.0,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,330.0,432.0,102.0,864.0,GasA,Y,879.0,0.0,0.0,879.0,0,0,1,0,3,1,5,0,Attchd,2,440.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,9,Con,120000,4,4,3,3,3,3,3,0,3,3,3,3,1,4,3,5,8,1,3,32.0,32.0,32.0,879.0,80.0,1743.0,1.0,0,1,0,0,0,1,0,0,0,0,1
553,531477020,20,RH,60.0,8400.0,Pave,Lvl,Inside,SawyerW,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,CBlock,0.0,0.0,721.0,721.0,GasA,Y,841.0,0.0,0.0,841.0,0,0,1,0,2,1,4,0,CarPort,1,294.0,250.0,0.0,24.0,0.0,0.0,0.0,0.0,9,WD ,82000,4,4,3,2,2,3,3,0,3,2,3,4,1,1,1,5,8,1,1,59.0,59.0,59.0,841.0,24.0,1562.0,1.0,0,1,0,0,0,0,0,0,0,0,0
2594,535354130,50,RL,50.0,7500.0,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,0.0,0.0,784.0,784.0,GasA,Y,900.0,412.0,0.0,1312.0,0,0,1,1,3,1,6,0,Detchd,2,649.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,10,WD ,127000,4,4,3,3,3,3,3,0,3,3,3,5,1,1,1,4,8,1,3,59.0,56.0,53.0,1312.0,28.0,2096.0,1.5,0,1,0,0,0,0,1,1,0,0,0
1314,902305080,75,RM,60.0,9600.0,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,BrkTil,319.0,0.0,416.0,735.0,OthW,N,1134.0,924.0,0.0,2058.0,0,0,1,1,3,1,8,1,Detchd,2,396.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,4,WD ,129500,4,4,3,3,3,4,3,4,2,3,2,2,1,3,1,5,8,1,2,91.0,58.0,58.0,2058.0,259.0,2793.0,1.5,0,0,0,0,0,0,0,0,0,0,0
366,527182110,120,RL,69.05520046484602,5814.0,Pave,Lvl,CulDSac,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,1036.0,0.0,184.0,1220.0,GasA,Y,1360.0,0.0,0.0,1360.0,1,0,1,0,1,1,4,1,Attchd,2,565.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,8,COD,187500,3,4,3,4,3,4,4,5,3,3,3,4,3,6,1,5,8,2,3,25.0,25.0,25.0,1360.0,0.0,2580.0,2.0,1,0,0,1,0,0,0,0,0,0,1
1462,907255060,20,RL,69.05520046484602,14860.0,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,TA,PConc,1538.0,0.0,240.0,1778.0,GasA,Y,1786.0,0.0,0.0,1786.0,1,0,2,0,3,1,6,1,Attchd,3,715.0,182.0,35.0,0.0,0.0,0.0,0.0,0.0,6,WD ,300000,2,4,3,4,3,5,4,4,3,3,3,5,4,6,1,5,8,2,3,6.0,5.0,6.0,1786.0,35.0,3564.0,3.0,0,1,0,1,0,1,1,1,1,1,1
2541,534250300,60,RL,69.05520046484602,14803.0,Pave,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,CBlock,416.0,0.0,409.0,825.0,GasA,Y,1097.0,896.0,0.0,1993.0,0,0,2,1,4,1,8,1,Attchd,2,495.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,6,WD ,190000,3,4,3,3,3,3,3,4,3,3,3,4,1,3,1,5,8,2,3,35.0,35.0,35.0,1993.0,66.0,2818.0,2.5,0,0,0,1,1,0,0,0,1,0,1
2088,905480090,50,RL,50.0,7550.0,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Fa,BrkTil,0.0,0.0,951.0,951.0,GasW,N,986.0,376.0,0.0,1362.0,0,0,2,0,4,1,7,0,Detchd,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,WD ,96000,4,4,3,2,2,3,3,0,2,2,3,2,1,1,1,5,8,1,2,87.0,57.0,87.0,1362.0,0.0,2313.0,2.0,0,0,0,0,0,0,0,0,0,0,0
527,528480130,60,FV,65.0,8125.0,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,TA,PConc,812.0,0.0,280.0,1092.0,GasA,Y,1112.0,438.0,0.0,1550.0,1,0,2,0,2,1,7,0,Attchd,2,438.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,10,WD ,241000,4,4,3,4,3,4,4,0,3,3,3,5,1,6,1,5,8,3,3,3.0,2.0,2.0,1550.0,168.0,2642.0,3.0,0,1,1,0,1,0,0,1,1,1,1
1824,532376090,20,RL,40.0,13673.0,Pave,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,CBlock,0.0,0.0,1140.0,1140.0,GasA,Y,1696.0,0.0,0.0,1696.0,0,0,1,1,3,1,8,1,Attchd,1,349.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3,WD ,143900,3,4,3,3,4,3,3,3,3,3,3,3,1,1,1,5,6,2,3,45.0,45.0,45.0,1696.0,30.0,2836.0,1.5,0,0,0,1,0,0,0,0,0,0,1
2918,923228180,160,RM,21.0,1533.0,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,2Story,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,CBlock,408.0,0.0,138.0,546.0,GasA,Y,546.0,546.0,0.0,1092.0,0,0,1,1,3,1,5,0,CarPort,1,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,WD ,87550,4,4,3,3,3,3,3,0,3,3,3,3,1,3,1,5,8,1,3,36.0,36.0,36.0,1092.0,0.0,1638.0,1.5,0,0,0,0,1,0,0,1,0,0,0
49,528180070,120,RL,61.0,7658.0,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,TA,PConc,456.0,0.0,1296.0,1752.0,GasA,Y,1752.0,0.0,0.0,1752.0,1,0,2,0,2,1,6,1,Attchd,2,576.0,196.0,82.0,0.0,0.0,0.0,0.0,0.0,2,WD ,319900,4,4,3,5,3,5,5,4,3,3,3,5,1,6,1,5,8,2,3,5.0,5.0,5.0,1752.0,82.0,3504.0,3.0,1,0,0,0,0,1,0,0,1,1,1
2332,527210050,60,RL,63.0,12292.0,Pave,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,184.0,TA,PConc,205.0,0.0,889.0,1094.0,GasA,Y,1102.0,1371.0,0.0,2473.0,0,0,2,1,4,1,11,1,BuiltIn,3,675.0,246.0,39.0,0.0,0.0,0.0,0.0,0.0,7,New,356383,3,4,3,4,3,5,4,4,3,4,3,5,4,6,1,5,8,3,3,0.0,0.0,0.0,2473.0,39.0,3567.0,2.5,1,0,0,1,1,1,1,1,1,1,1
826,906380100,20,RL,122.0,11923.0,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,0.0,1800.0,1800.0,GasA,Y,1800.0,0.0,0.0,1800.0,0,0,2,0,2,1,7,0,Attchd,2,702.0,288.0,136.0,0.0,0.0,0.0,0.0,0.0,5,WD ,239000,3,4,3,4,3,5,5,0,3,3,3,5,1,1,1,5,8,3,3,2.0,2.0,2.0,1800.0,136.0,3600.0,2.0,0,1,0,0,0,0,1,1,0,1,1
1108,528365080,60,RL,91.0,10010.0,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,Hip,WdShake,VinylSd,VinylSd,BrkFace,320.0,TA,PConc,228.0,852.0,0.0,1080.0,GasA,Y,1108.0,1089.0,0.0,2197.0,1,0,2,1,4,1,9,1,Attchd,3,783.0,385.0,99.0,0.0,0.0,0.0,0.0,0.0,7,WD ,287500,4,4,3,4,3,4,4,4,3,3,3,5,3,4,6,5,8,3,3,15.0,14.0,15.0,2197.0,99.0,3277.0,3.5,1,0,0,0,1,1,1,1,1,1,1
2041,903475040,50,RM,69.05520046484602,12358.0,Pave,Lvl,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,360.0,0.0,360.0,720.0,GasA,Y,854.0,0.0,528.0,1382.0,0,0,1,1,2,1,7,0,Detchd,2,660.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,5,WD ,128500,3,4,3,3,3,3,3,0,3,3,3,3,1,3,1,5,8,1,3,66.0,57.0,16.0,854.0,0.0,2102.0,1.5,0,0,0,0,0,0,0,0,0,0,0
57,528240130,60,RL,63.0,8577.0,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,0.0,847.0,847.0,GasA,Y,847.0,886.0,0.0,1733.0,0,0,2,1,3,1,7,1,BuiltIn,2,433.0,144.0,48.0,0.0,0.0,0.0,0.0,0.0,4,WD ,185088,3,4,3,4,3,4,4,4,3,3,3,5,1,1,1,5,8,3,3,6.0,6.0,6.0,1733.0,48.0,2580.0,2.5,0,1,0,0,1,0,1,1,0,1,1
520,528458060,20,FV,72.0,8640.0,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,0.0,1402.0,1402.0,GasA,Y,1402.0,0.0,0.0,1402.0,0,0,2,0,3,1,7,0,Attchd,2,625.0,205.0,126.0,0.0,0.0,0.0,0.0,0.0,5,WD ,229800,4,4,3,4,3,4,4,0,3,3,3,5,1,1,1,5,8,2,3,1.0,1.0,1.0,1402.0,126.0,2804.0,2.0,0,1,1,0,0,1,1,1,0,1,1
2305,923425030,20,RL,62.0,10447.0,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,CBlock,516.0,0.0,348.0,864.0,GasA,Y,887.0,0.0,0.0,887.0,0,1,1,0,3,1,5,0,Attchd,1,288.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,12,WD ,124500,4,4,3,3,3,3,3,0,3,3,3,3,1,5,1,5,8,2,3,23.0,23.0,23.0,887.0,0.0,1751.0,1.5,0,0,0,0,0,0,0,0,0,0,1
2533,534201230,20,RL,80.0,9600.0,Pave,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,758.0,0.0,293.0,1051.0,GasA,Y,1051.0,0.0,0.0,1051.0,1,0,1,0,3,1,6,0,Attchd,2,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,WD ,142000,4,4,3,3,3,3,3,0,3,3,3,4,1,5,1,5,8,2,3,38.0,38.0,38.0,1051.0,0.0,2102.0,2.0,0,1,0,0,0,0,0,0,0,0,1
